__id__,age,sensor,timestamp,userId,x,y,z
"0CSf6xVO3unUUKxNO6B0","24","Rotation Vector","1721312110090","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.39030998945236206","-0.058983851224184036","-0.028047626838088036"
"0FbJHa93OkDRN493dsq4","24","Gyroscope","1721312114864","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.20524467527866364","-0.871526300907135","0.17974179983139038"
"0FcUoXwyhIwWvLdSPEC5","24","Rotation Vector","1721312161354","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.2973860800266266","-0.25992831587791443","-0.3706105351448059"
"0GUHm02RwuPcvnZdrjAe","24","Rotation Vector","1721312149828","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3639346659183502","-0.008874583058059216","-0.27545854449272156"
"0HwvxPjhJQIBafp4KZNL","24","Linear Acceleration","1721312109678","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.880524754524231","-0.0647740364074707","0.09419918060302734"
"0M5SGRInzzlR6uVCOIqv","24","Gyroscope","1721312125570","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.023441264405846596","0.10277505218982697","0.09231429547071457"
"0MEszpu3icngFiFGtHT3","24","Rotation Vector","1721312158677","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3292333781719208","-0.33449867367744446","-0.4128142297267914"
"0Qlirz6wBEsD8KcCNRRr","24","Gyroscope","1721312129894","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.0032069480512291193","-0.008017370477318764","-0.02626643143594265"
"0f7xkzoUTQfI3TCUSx0e","24","Linear Acceleration","1721312135824","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.17147022485733032","-0.7574315071105957","1.0810723304748535"
"0hdcx3tsWGy66ORp4Zje","24","Rotation Vector","1721312148178","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3843017518520355","-0.03920792043209076","-0.1798836886882782"
"0yQbpcKRA2grfngy0u97","24","Gyroscope","1721312120217","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.07574506103992462","0.021379653364419937","0.08811471611261368"
"16ggBz6CzNqFhRbf7Etk","24","Linear Acceleration","1721312147560","c269d66d-781c-4a89-ab3f-ce3633cfce82","-1.1149332523345947","-0.19630813598632812","-0.5559639930725098"
"17Z7WEsxsAM4BdIvOjF1","24","Rotation Vector","1721312114208","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.26901641488075256","0.03332544490695","-0.07147448509931564"
"18xjSmBjN63p2AM7xYs1","24","Linear Acceleration","1721312154353","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.5778518915176392","0.8935542106628418","-0.8848457336425781"
"1MC8WtxbFrtPEtBj4Qkc","24","Rotation Vector","1721312147560","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.4026685655117035","-0.02477659285068512","-0.10307338088750839"
"1aVfZyRD5dyok2Adr3LA","24","Gyroscope","1721312111570","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.022754060104489326","-0.00022906772210262716","0.014202198944985867"
"1fLend744lQnykIIL3OU","24","Rotation Vector","1721312111738","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.38437896966934204","-0.040455400943756104","-0.04078522324562073"
"1ffZXz0bPsWHlE431elI","24","Linear Acceleration","1721312115649","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.23079544305801392","-0.838141918182373","0.708033561706543"
"1nuDj6BB6yuAyKiM3t8n","24","Rotation Vector","1721312114415","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.2638501524925232","0.12192264199256897","-0.03628789260983467"
"1suBVAD8wPTa96AVlWv4","24","Rotation Vector","1721312127796","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3931541442871094","0.008198115974664688","-0.006696728523820639"
"1yLgaG361Vah4fBcOKNo","24","Rotation Vector","1721312167531","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.1844433844089508","-0.07867922633886337","-0.21539002656936646"
"225XS1JeAEyz0IWbyxom","24","Gyroscope","1721312148217","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.07322531193494797","-0.05085303261876106","-0.12346750497817993"
"22YpYvGGBqEWk9TwYfpr","24","Gyroscope","1721312130716","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.0038177953101694584","0.05810684710741043","0.029473381116986275"
"24dtj9Q2ccK0MLkRySvc","24","Rotation Vector","1721312125944","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3966905176639557","0.012482279911637306","-0.010361227206885815"
"268PtFL9ZtAJ4jVUGrd2","24","Linear Acceleration","1721312118944","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.5333845019340515","0.16029644012451172","-0.02476358413696289"
"29B0CBL7htpxoAFi6Ev6","24","Rotation Vector","1721312151268","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3587360680103302","-0.019647620618343353","-0.3229602575302124"
"2AJnSq7GFNgkxHR0JjDL","24","Rotation Vector","1721312110916","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.38805708289146423","-0.043268535286188126","-0.029673006385564804"
"2CvARFNIBtzZoeOb0259","24","Rotation Vector","1721312125329","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3977314531803131","0.0008105211891233921","-0.03564659506082535"
"2GVyaeL9vAteFYlRnrAT","24","Linear Acceleration","1721312160531","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.08485674858093262","-0.054445743560791016","0.0718235969543457"
"2HY4JCFC1gY6bapIHisC","24","Gyroscope","1721312141628","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.08025006204843521","0.019470756873488426","-0.015500249341130257"
"2HuqsSqBEFEnkv7sEPTG","24","Linear Acceleration","1721312130677","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.017936840653419495","-0.04996824264526367","0.04894399642944336"
"2KelhBfVkQgDd9cMW9MX","24","Rotation Vector","1721312164030","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.135404571890831","-0.3746219575405121","-0.2697597146034241"
"2QEqMVfLjTpee4sIbv2x","24","Rotation Vector","1721312117503","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.4031839370727539","-0.024720290675759315","-0.08240734785795212"
"2VTGYRj23dBBWBZr0SQx","24","Linear Acceleration","1721312164650","c269d66d-781c-4a89-ab3f-ce3633cfce82","1.6283164024353027","-1.061366081237793","0.1481919288635254"
"2XYErJap8PsLWPcS2rbK","24","Linear Acceleration","1721312163618","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.27628326416015625","-0.6198093891143799","0.2710742950439453"
"2fz6gYSzym3ehKJ28fZP","24","Linear Acceleration","1721312136031","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.17940080165863037","-0.18022775650024414","0.2803835868835449"
"2gKqz2shQTM1zKFUpwB2","24","Rotation Vector","1721312156620","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.29398903250694275","-0.41971355676651","-0.38051918148994446"
"2mbgbttdaCC7W8P06Ckc","24","Gyroscope","1721312158510","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.03787253051996231","0.22250111401081085","0.06650599837303162"
"2qi0MqJtnwYRFhc06AmV","24","Rotation Vector","1721312163619","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.12944895029067993","-0.3493756949901581","-0.3143633306026459"
"3F1mL6mS8F87Q3cZHdMN","24","Rotation Vector","1721312147149","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.3745148777961731","-0.04372761398553848","-0.11287105083465576"
"3H9qS1MOghNXCxTu572r","24","Linear Acceleration","1721312150030","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.12626409530639648","-0.0004935264587402344","-0.0013990402221679688"
"3HEAgUT0bhh6MANRD9uW","24","Gyroscope","1721312130923","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.015805672854185104","0.0009926267666742206","-0.03512371703982353"
"3HJCd9biXrIYSMxf1eC1","24","Gyroscope","1721312163657","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.01588202826678753","-0.12132953852415085","0.18730103969573975"
"3J1p49GMomeu95GQdIwy","24","Linear Acceleration","1721312148592","c269d66d-781c-4a89-ab3f-ce3633cfce82","-0.9116501808166504","-0.4228553771972656","0.20714235305786133"
"3PLym2Jshso4HRbP3lth","24","Rotation Vector","1721312116884","c269d66d-781c-4a89-ab3f-ce3633cfce82","0.36613208055496216","-0.029352445155382156","-0.11962797492742538"
