age_lin_acc,userId_lin_acc,x_lin_acc,y_lin_acc,z_lin_acc,magnitude_lin_acc,userId_rotation,x_rotation,y_rotation,z_rotation,magnitude_rotation,userId_gyro,x_gyro,y_gyro,z_gyro,magnitude_gyro
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.8498020768165588,-0.1029746532440185,0.0821065902709961,0.8599469990286562,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0702524930238723,0.2143079489469528,0.7701753377914429,0.8025168912241549,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.1077381819486618,-0.2997733056545257,0.1340046226978302,0.3455847067464538
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.9244239330291748,0.4081766605377197,-0.6072864532470703,1.178967612134557,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0473584793508052,0.2016274482011795,0.7770046591758728,0.8041347485437712,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.0783411636948585,-0.1093416586518287,0.1317139416933059,0.1882591264246842
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.529188334941864,0.1933770179748535,0.2654638290405273,0.6228210091577255,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0642261132597923,0.1860592812299728,0.7844533324241638,0.8087707218412703,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.0037414394319057,-0.1319430023431778,0.0465771034359931,0.13997278592941428
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.3956592679023742,0.1669037342071533,0.053837776184082,0.4327835705220129,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0747713521122932,0.1718089580535888,0.7912969589233398,0.8131789165770876,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0746760740876197,-0.0124460132792592,0.0405449867248535,0.08587965554312448
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.0371132493019104,-0.1844995021820068,0.2086772918701172,0.2810047539124564,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.079684317111969,0.1677062213420868,0.7929860949516296,0.8144334925929047,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0083227939903736,-0.0851368382573127,0.0048867780715227,0.08568214941385596
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.0901060104370117,-0.1216881275177002,0.0343570709228515,0.1552659068116268,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0853287354111671,0.1717864125967025,0.7935945391654968,0.8164458691383102,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0229831282049417,0.0030542362947016,-0.0195471122860908,0.030325602057563524
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0783814489841461,-0.059354543685913,0.0859460830688476,0.1305884474059421,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0934773162007331,0.1666267812252044,0.7926644086837769,0.8153645550669747,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.0206924509257078,0.0647498071193695,0.2098260372877121,0.22056219297779192
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.247281789779663,0.0119831562042236,0.0953273773193359,0.2652907621004382,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0927057117223739,0.1669453978538513,0.7937264442443848,0.8163741685914413,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0304660070687532,0.204862892627716,0.3293993771076202,0.3891027267976885
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.3144777119159698,0.0526015758514404,0.0248327255249023,0.31981216570192206,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0947847962379455,0.1658799052238464,0.8090773224830627,0.831328102683473,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0220668576657772,0.3030565977096557,0.2340308576822281,0.3835370776992403
24,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.2033509463071823,0.0348930358886718,0.0670814514160156,0.21695403301536928,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,0.0890281423926353,0.1727923303842544,0.8228082656860352,0.8454564694049987,3ec1a855-bebe-4e77-b8a3-e7312c80d4d6,-0.2361688166856765,-0.1493521481752395,0.0844496339559555,0.29191353996443237
