age_lin_acc,userId_lin_acc,x_lin_acc,y_lin_acc,z_lin_acc,magnitude_lin_acc,userId_rotation,x_rotation,y_rotation,z_rotation,magnitude_rotation,userId_gyro,x_gyro,y_gyro,z_gyro,magnitude_gyro
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.3485691547393799,-0.1148872375488281,-0.2580156326293945,0.44863303452651954,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1665646284818649,0.3173780739307403,0.5714635252952576,0.6745688830773116,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.1627907902002334,-0.0833042934536933,-0.0445154942572116,0.18820753414993593
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.6532349586486816,0.4011502265930176,-0.3609576225280761,0.8473062142799941,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1630182117223739,0.3084482848644256,0.5736377239227295,0.6713981829705947,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.1412584334611892,-0.0519983731210231,-0.0313822776079177,0.1537615790079003
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.3701534271240234,0.4000215530395508,-0.4158129692077636,0.6855153009738079,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1611748784780502,0.2931872904300689,0.5671094059944153,0.6584445360768653,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0671931952238082,-0.0915507301688194,-0.0041232188232243,0.11363741730738591
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.3370554447174072,0.1240363121032714,-0.1573672294616699,0.39211710552113277,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1505312472581863,0.2839282155036926,0.5659833550453186,0.650854857974166,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0634517595171928,-0.142709195613861,0.0005344913806766,0.15618042764578066
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.2803516387939453,0.0694127082824707,-0.1263875961303711,0.3152601939686835,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1538873761892318,0.2831087708473205,0.5585618615150452,0.6448435886478513,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0243575349450111,-0.0523801520466804,-7.63559073675e-05,0.0577665618438157
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.1257879734039306,-0.0300965309143066,0.0241379737854003,0.1315714908504439,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.153502732515335,0.2775968909263611,0.5541405081748962,0.6385098476468384,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.0057266931980848,-0.0244338903576135,0.0016034740256145,0.025147189543638652
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0145435333251953,-0.0598783493041992,0.0110974311828613,0.06261057463268566,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1545117646455764,0.2753215432167053,0.552594006061554,0.6364243655834327,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0129805039614439,-0.0282516852021217,-0.0087045738473534,0.032286542176530326
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.0061001777648925,-0.0285754203796386,-0.0050024986267089,0.029644422934956557,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.154602363705635,0.2729402184486389,0.5524284839630127,0.6352759113990021,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.0629172697663307,-0.0515402369201183,0.0274881273508071,0.08585205880982323
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.1018002033233642,-0.2107353210449218,0.1402201652526855,0.27282659635027334,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1546752601861953,0.2697396278381347,0.5515487194061279,0.6331586632262582,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1905079931020736,-0.0787992998957634,0.0825407356023788,0.22207115556421095
24,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.1426098346710205,-0.0888357162475586,0.171694278717041,0.2402254665315014,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,0.1644139885902404,0.2697814404964447,0.5551758408546448,0.6387755470814066,c25e8f7d-f1f4-456d-8ef5-bfb72985b992,-0.0991099700331687,-0.0589467622339725,-0.0287098214030265,0.11883501496965346
