age_lin_acc,userId_lin_acc,x_lin_acc,y_lin_acc,z_lin_acc,magnitude_lin_acc,userId_rotation,x_rotation,y_rotation,z_rotation,magnitude_rotation,userId_gyro,x_gyro,y_gyro,z_gyro,magnitude_gyro
22,178f7128-5556-4502-b032-c291ab460561,0.0,0.0,0.0,0.0,178f7128-5556-4502-b032-c291ab460561,-0.0023335400037467,-0.0045935688540339,-0.5091856718063354,0.5092117385298919,178f7128-5556-4502-b032-c291ab460561,0.0009926267666742,-0.0021379655227065,0.0008399150101467,0.0025023312527460238
22,178f7128-5556-4502-b032-c291ab460561,0.0030071288347244,0.0051504503935575,0.0012702941894531,0.006097836535434993,178f7128-5556-4502-b032-c291ab460561,-0.0022548558190464,-0.0046950872056186,-0.5082753896713257,0.5083020755064561,178f7128-5556-4502-b032-c291ab460561,0.000152711814735,-0.0015271181473508,0.0002290677221026,0.0015517354012965841
22,178f7128-5556-4502-b032-c291ab460561,-0.004438579082489,0.0002952953800559,0.002237319946289,0.004979335716243067,178f7128-5556-4502-b032-c291ab460561,-0.0033634223509579,-0.0070664850063622,-0.5124289989471436,0.5124887577130134,178f7128-5556-4502-b032-c291ab460561,0.0005344913806766,-0.0014507622690871,0.0007635590736754,0.0017243592016793845
22,178f7128-5556-4502-b032-c291ab460561,-0.0185996443033218,-0.0053011765703558,-0.1098470687866211,0.11153666555107718,178f7128-5556-4502-b032-c291ab460561,-0.0030879066325724,-0.0071425125934183,-0.5100754499435425,0.510134801095383,178f7128-5556-4502-b032-c291ab460561,0.0112243182957172,-0.0353527851402759,0.0061084725894033,0.037591464134209725
22,178f7128-5556-4502-b032-c291ab460561,-0.0282406136393547,-0.0194886978715658,-0.0128793716430664,0.036649963402119554,178f7128-5556-4502-b032-c291ab460561,-0.0028314928058534,-0.0065852724947035,-0.5133461952209473,0.5133962400652755,178f7128-5556-4502-b032-c291ab460561,0.0007635590736754,0.0016034740256145,0.0031305921729654,0.00359927197683707
22,178f7128-5556-4502-b032-c291ab460561,-0.0280151739716529,-0.0056328792124986,-0.0313653945922851,0.042430735072755035,178f7128-5556-4502-b032-c291ab460561,-0.0026579764671623,-0.0059756496921181,-0.5140364170074463,0.5140780205746945,178f7128-5556-4502-b032-c291ab460561,0.0006108472589403,-0.0016034740256145,0.0009162708884105,0.0019452032452995278
22,178f7128-5556-4502-b032-c291ab460561,-0.0308155864477157,-0.0110071413218975,0.040083885192871,0.05174432703545506,178f7128-5556-4502-b032-c291ab460561,-0.0025715669617056,-0.0055031864903867,-0.5146088004112244,0.5146446497136309,178f7128-5556-4502-b032-c291ab460561,0.0011453386396169,-0.0019852535333484,-0.000152711814735,0.002297031364485791
22,178f7128-5556-4502-b032-c291ab460561,-0.0228681340813636,-0.0088342782109975,0.0254554748535156,0.035340871917519154,178f7128-5556-4502-b032-c291ab460561,-0.002440188312903,-0.0053145918063819,-0.5147585868835449,0.5147918046894443,178f7128-5556-4502-b032-c291ab460561,0.0007635590736754,-0.0013744062744081,0.0004581354442052,0.0016376517185780024
22,178f7128-5556-4502-b032-c291ab460561,-0.0149558410048484,-0.0022160476073622,0.0182132720947265,0.02367089621364057,178f7128-5556-4502-b032-c291ab460561,-0.0025042893830686,-0.0050484966486692,-0.5151713490486145,0.5152021716416724,178f7128-5556-4502-b032-c291ab460561,0.0006108472589403,-0.0014507622690871,0.0004581354442052,0.001639430883080688
22,178f7128-5556-4502-b032-c291ab460561,-0.013365663588047,-0.0092366086319088,0.0116338729858398,0.019982564970957822,178f7128-5556-4502-b032-c291ab460561,-0.0024794556666165,-0.0046950648538768,-0.5156300663948059,0.5156574024531179,178f7128-5556-4502-b032-c291ab460561,0.0004581354442052,-0.0016034740256145,0.0004581354442052,0.0017294233493550853
